"Freq [GHz]","stripWidth [um]","mag(Z(1,2)) []"
2,212.929618735937,61.0023858812386
2,221.392039293302,59.3300536270185
2,223.057708580623,59.7256955410758
2,226.114355508728,60.9128663317538
2,226.62834712241,61.3576374267436
2,226.918848639674,60.2530468606708
2,228.753372036693,60.6928684818749
2,229.5,59.665071160584
2,229.923225798645,59.6584360494537
2,231.971457970407,59.1425018487018
2,232.178979442208,57.7790790321277
2,232.429618735937,60.5298568128629
2,232.432925068139,58.2610498916851
2,232.463893728841,61.0016292467786
2,232.532451883544,62.2440030271942
2,232.55334418237,61.6243297412066
2,232.556205555975,60.5113295325892
2,232.581957918417,59.92656948579
2,232.673763296602,60.468120520817
2,232.986862188852,60.4535077396607
2,233.641834963959,60.8298054568228
2,233.753183141151,59.3140456219423
2,235.05994871257,60.5396712640807
2,237.9403888322,60.6714143492524
2,238.230890349464,60.1368616264732
2,242.557708580623,60.5973991485738
2,248.566623819016,58.493738530827
2,249,58.392254615912
2,255.442291419377,58.7325593044117
2.08163265306122,212.929618735937,59.0126431435596
2.08163265306122,221.392039293302,57.4137617200274
2.08163265306122,223.057708580623,57.806479559494
2.08163265306122,226.114355508728,58.9475290427738
2.08163265306122,226.62834712241,59.3713993133824
2.08163265306122,226.918848639674,58.294257887971
2.08163265306122,228.753372036693,58.7270462461243
2.08163265306122,229.5,57.7389315198137
2.08163265306122,229.923225798645,57.7206177039945
2.08163265306122,231.971457970407,57.2372916493411
2.08163265306122,232.178979442208,55.9218847015552
2.08163265306122,232.429618735937,58.5830731249518
2.08163265306122,232.432925068139,56.3680955135678
2.08163265306122,232.463893728841,59.0240264462346
2.08163265306122,232.532451883544,60.2137901043405
2.08163265306122,232.55334418237,59.6401720003228
2.08163265306122,232.556205555975,58.5572228523063
2.08163265306122,232.581957918417,57.9929671872448
2.08163265306122,232.673763296602,58.5112109590089
2.08163265306122,232.986862188852,58.4833649857088
2.08163265306122,233.641834963959,58.8609704627813
2.08163265306122,233.753183141151,57.4039884813887
2.08163265306122,235.05994871257,58.5824293208308
2.08163265306122,237.9403888322,58.7064943156625
2.08163265306122,238.230890349464,58.1813260064205
2.08163265306122,242.557708580623,58.6321748785459
2.08163265306122,248.566623819016,56.5799686951235
2.08163265306122,249,56.4958331829636
2.08163265306122,255.442291419377,56.8208641765561
2.16326530612245,212.929618735937,57.1924415447904
2.16326530612245,221.392039293302,55.662058945112
2.16326530612245,223.057708580623,56.0528462596617
2.16326530612245,226.114355508728,57.1511563264676
2.16326530612245,226.62834712241,57.5554910656281
2.16326530612245,226.918848639674,56.5028492683609
2.16326530612245,228.753372036693,56.9297418713487
2.16326530612245,229.5,55.9783294365482
2.16326530612245,229.923225798645,55.9484663061032
2.16326530612245,231.971457970407,55.4961645191373
2.16326530612245,232.178979442208,54.224860247172
2.16326530612245,232.429618735937,56.8041271516742
2.16326530612245,232.432925068139,54.6369309277652
2.16326530612245,232.463893728841,57.2157770150365
2.16326530612245,232.532451883544,58.3565985438896
2.16326530612245,232.55334418237,57.8266617632543
2.16326530612245,232.556205555975,56.7709969056455
2.16326530612245,232.581957918417,56.2256087923258
2.16326530612245,232.673763296602,56.7221123761578
2.16326530612245,232.986862188852,56.681529248436
2.16326530612245,233.641834963959,57.060994598112
2.16326530612245,233.753183141151,55.6584364006957
2.16326530612245,235.05994871257,56.7931228886049
2.16326530612245,237.9403888322,56.910007993502
2.16326530612245,238.230890349464,56.3928674765743
2.16326530612245,242.557708580623,56.8352234746826
2.16326530612245,248.566623819016,54.8289059273056
2.16326530612245,249,54.7615977261329
2.16326530612245,255.442291419377,55.0723957726682
2.24489795918367,212.929618735937,55.5237746309828
2.24489795918367,221.392039293302,54.057520317839
2.24489795918367,223.057708580623,54.4472991075073
2.24489795918367,226.114355508728,55.5058678770791
2.24489795918367,226.62834712241,55.8918701163314
2.24489795918367,226.918848639674,54.8610552170162
2.24489795918367,228.753372036693,55.283091814092
2.24489795918367,229.5,54.3657432255142
2.24489795918367,229.923225798645,54.3244103052873
2.24489795918367,231.971457970407,53.9017565747693
2.24489795918367,232.178979442208,52.6710839315166
2.24489795918367,232.429618735937,55.1752806271786
2.24489795918367,232.432925068139,53.0503910891231
2.24489795918367,232.463893728841,55.5589319721506
2.24489795918367,232.532451883544,56.6540465988222
2.24489795918367,232.55334418237,56.1658077912238
2.24489795918367,232.556205555975,55.1348970371571
2.24489795918367,232.581957918417,54.6069056158308
2.24489795918367,232.673763296602,55.0830488787629
2.24489795918367,232.986862188852,55.0300864586878
2.24489795918367,233.641834963959,55.4119942667946
2.24489795918367,233.753183141151,54.0599911832535
2.24489795918367,235.05994871257,55.1539927145501
2.24489795918367,237.9403888322,55.2641084554341
2.24489795918367,238.230890349464,54.7537581593764
2.24489795918367,242.557708580623,55.1887064889828
2.24489795918367,248.566623819016,53.2232391116328
2.24489795918367,249,53.1723414499694
2.24489795918367,255.442291419377,53.4698238503082
2.3265306122449,212.929618735937,53.9911960748204
2.3265306122449,221.392039293302,52.5852019930653
2.3265306122449,223.057708580623,52.9748363598262
2.3265306122449,226.114355508728,53.9963300922948
2.3265306122449,226.62834712241,54.3650629904012
2.3265306122449,226.918848639674,53.353638739416
2.3265306122449,228.753372036693,53.7717782893108
2.3265306122449,229.5,52.8861474888777
2.3265306122449,229.923225798645,52.8333775690889
2.3265306122449,231.971457970407,52.4391803967154
2.3265306122449,232.178979442208,51.2460453513494
2.3265306122449,232.429618735937,53.68132314385
2.3265306122449,232.432925068139,51.5937526891042
2.3265306122449,232.463893728841,54.0380963720704
2.3265306122449,232.532451883544,55.0903712494762
2.3265306122449,232.55334418237,54.6421738801132
2.3265306122449,232.556205555975,53.6336946439233
2.3265306122449,232.581957918417,53.1217742468973
2.3265306122449,232.673763296602,53.5787746248957
2.3265306122449,232.986862188852,53.5136718700696
2.3265306122449,233.641834963959,53.8986319917962
2.3265306122449,233.753183141151,52.5937346629475
2.3265306122449,235.05994871257,53.649802979207
2.3265306122449,237.9403888322,53.753489976846
2.3265306122449,238.230890349464,53.2487931848901
2.3265306122449,242.557708580623,53.677325285655
2.3265306122449,248.566623819016,51.7481189275749
2.3265306122449,249,51.7133075052329
2.3265306122449,255.442291419377,51.9982847446514
2.40816326530612,212.929618735937,52.581386511847
2.40816326530612,221.392039293302,51.2322218639177
2.40816326530612,223.057708580623,51.6225294291611
2.40816326530612,226.114355508728,52.6093256204659
2.40816326530612,226.62834712241,52.9617309101597
2.40816326530612,226.918848639674,51.9674636183061
2.40816326530612,228.753372036693,52.3825982695479
2.40816326530612,229.5,51.5265910384314
2.40816326530612,229.923225798645,51.4623727573886
2.40816326530612,231.971457970407,51.095606011226
2.40816326530612,232.178979442208,49.9372381937772
2.40816326530612,232.429618735937,52.3091452535084
2.40816326530612,232.432925068139,50.2543211552698
2.40816326530612,232.463893728841,52.639997528793
2.40816326530612,232.532451883544,53.6519823519178
2.40816326530612,232.55334418237,53.2424494945588
2.40816326530612,232.556205555975,52.2542604384022
2.40816326530612,232.581957918417,51.7572131203971
2.40816326530612,232.673763296602,52.1961461613108
2.40816326530612,232.986862188852,52.1190387725961
2.40816326530612,233.641834963959,52.5076859873933
2.40816326530612,233.753183141151,51.2468094038606
2.40816326530612,235.05994871257,52.2674162009561
2.40816326530612,237.9403888322,52.3649582432068
2.40816326530612,238.230890349464,51.8648637608398
2.40816326530612,242.557708580623,52.2878913284674
2.40816326530612,248.566623819016,50.390740941017
2.40816326530612,249,50.3717742732635
2.40816326530612,255.442291419377,50.6449638096803
2.48979591836735,212.929618735937,51.2828059000909
2.48979591836735,221.392039293302,49.9874229501645
2.48979591836735,223.057708580623,50.3791845380074
2.48979591836735,226.114355508728,51.3334078891674
2.48979591836735,226.62834712241,51.6703211734718
2.48979591836735,226.918848639674,50.691150949527
2.48979591836735,228.753372036693,51.1041176833038
2.48979591836735,229.5,50.2758581813958
2.48979591836735,229.923225798645,50.2001380970184
2.48979591836735,231.971457970407,49.8599247282831
2.48979591836735,232.178979442208,48.7338333582541
2.48979591836735,232.429618735937,51.0473958041071
2.48979591836735,232.432925068139,49.0210991792035
2.48979591836735,232.463893728841,51.3531384493644
2.48979591836735,232.532451883544,52.3271061710592
2.48979591836735,232.55334418237,51.9551043107654
2.48979591836735,232.556205555975,50.9852220188611
2.48979591836735,232.581957918417,50.5019626922555
2.48979591836735,232.673763296602,50.9237791617477
2.48979591836735,232.986862188852,50.8347123211692
2.48979591836735,233.641834963959,51.2277047243557
2.48979591836735,233.753183141151,50.0080822472673
2.48979591836735,235.05994871257,50.9954516550799
2.48979591836735,237.9403888322,51.0870854423962
2.48979591836735,238.230890349464,50.5906145696083
2.48979591836735,242.557708580623,51.0089813624241
2.48979591836735,248.566623819016,49.1400110234664
2.48979591836735,249,49.1367225987448
2.48979591836735,255.442291419377,49.398760367888
2.57142857142857,212.929618735937,50.0854123536778
