"Freq [GHz]","stripWidth [um]","dB(S(2,1)) []"
2,212.929618735937,-0.150893681452095
2,221.392039293302,-0.17405155842618
2,223.057708580623,-0.169623477211009
2,226.114355508728,-0.149508774693549
2,226.62834712241,-0.147294167611379
2,226.918848639674,-0.162760711683849
2,228.753372036693,-0.154711317782125
2,229.5,-0.171317263765697
2,229.923225798645,-0.170185588076437
2,231.971457970407,-0.178199399239824
2,232.178979442208,-0.200879663406045
2,232.429618735937,-0.155829214309711
2,232.432925068139,-0.190103701005989
2,232.463893728841,-0.14878623829458
2,232.532451883544,-0.136834988044221
2,232.55334418237,-0.142342060747676
2,232.556205555975,-0.158834958772986
2,232.581957918417,-0.167122791706807
2,232.673763296602,-0.158553690462717
2,232.986862188852,-0.157718061764496
2,233.641834963959,-0.153991036120471
2,233.753183141151,-0.173499186009612
2,235.05994871257,-0.157132806769658
2,237.9403888322,-0.156972085983527
2,238.230890349464,-0.165219851844427
2,242.557708580623,-0.156635149167674
2,248.566623819016,-0.189248618213658
2,249,-0.190147161402374
2,255.442291419377,-0.18646234606019
2.08163265306122,212.929618735937,-0.159512219641852
2.08163265306122,221.392039293302,-0.183956290324808
2.08163265306122,223.057708580623,-0.179006194128516
2.08163265306122,226.114355508728,-0.157778606535137
2.08163265306122,226.62834712241,-0.155453995695689
2.08163265306122,226.918848639674,-0.172113035420687
2.08163265306122,228.753372036693,-0.163408779811789
2.08163265306122,229.5,-0.180971053645767
2.08163265306122,229.923225798645,-0.180005465664049
2.08163265306122,231.971457970407,-0.188319973335229
2.08163265306122,232.178979442208,-0.212371199048181
2.08163265306122,232.429618735937,-0.164397486475831
2.08163265306122,232.432925068139,-0.201352826210497
2.08163265306122,232.463893728841,-0.157164226708303
2.08163265306122,232.532451883544,-0.144485139450091
2.08163265306122,232.55334418237,-0.150014578155361
2.08163265306122,232.556205555975,-0.167678618809124
2.08163265306122,232.581957918417,-0.176579191433608
2.08163265306122,232.673763296602,-0.167456953143258
2.08163265306122,232.986862188852,-0.166843979985342
2.08163265306122,233.641834963959,-0.162608247502282
2.08163265306122,233.753183141151,-0.183301990355706
2.08163265306122,235.05994871257,-0.165970216313121
2.08163265306122,237.9403888322,-0.165826138026201
2.08163265306122,238.230890349464,-0.174736573954293
2.08163265306122,242.557708580623,-0.165517917937916
2.08163265306122,248.566623819016,-0.200656664066017
2.08163265306122,249,-0.201353406576773
2.08163265306122,255.442291419377,-0.197502959738908
2.16326530612245,212.929618735937,-0.168206887049694
2.16326530612245,221.392039293302,-0.193893259762859
2.16326530612245,223.057708580623,-0.188387902260824
2.16326530612245,226.114355508728,-0.166066954240372
2.16326530612245,226.62834712241,-0.163635179595044
2.16326530612245,226.918848639674,-0.181528364376783
2.16326530612245,228.753372036693,-0.172140570422231
2.16326530612245,229.5,-0.19064795363401
2.16326530612245,229.923225798645,-0.189887580340216
2.16326530612245,231.971457970407,-0.198467599877922
2.16326530612245,232.178979442208,-0.223870421760781
2.16326530612245,232.429618735937,-0.172966390569062
2.16326530612245,232.432925068139,-0.212680730409328
2.16326530612245,232.463893728841,-0.165583948107399
2.16326530612245,232.532451883544,-0.152179281245253
2.16326530612245,232.55334418237,-0.157691422697707
2.16326530612245,232.556205555975,-0.176536016842995
2.16326530612245,232.581957918417,-0.186064519912273
2.16326530612245,232.673763296602,-0.176390801120245
2.16326530612245,232.986862188852,-0.176034265348568
2.16326530612245,233.641834963959,-0.171246939660736
2.16326530612245,233.753183141151,-0.193114649317838
2.16326530612245,235.05994871257,-0.174831171052905
2.16326530612245,237.9403888322,-0.174706228504775
2.16326530612245,238.230890349464,-0.184305491458025
2.16326530612245,242.557708580623,-0.174436432781616
2.16326530612245,248.566623819016,-0.212169216649934
2.16326530612245,249,-0.212624121331593
2.16326530612245,255.442291419377,-0.208612543524344
2.24489795918367,212.929618735937,-0.176957138823501
2.24489795918367,221.392039293302,-0.203834572622236
2.24489795918367,223.057708580623,-0.1977400419654
2.24489795918367,226.114355508728,-0.174350442826625
2.24489795918367,226.62834712241,-0.171814813027251
2.24489795918367,226.918848639674,-0.190983292080526
2.24489795918367,228.753372036693,-0.180882776505088
2.24489795918367,229.5,-0.200320271891372
2.24489795918367,229.923225798645,-0.199806683948915
2.24489795918367,231.971457970407,-0.208613462410186
2.24489795918367,232.178979442208,-0.235341702037079
2.24489795918367,232.429618735937,-0.181509333435881
2.24489795918367,232.432925068139,-0.224058322399416
2.24489795918367,232.463893728841,-0.174023415256517
2.24489795918367,232.532451883544,-0.159902834797617
2.24489795918367,232.55334418237,-0.165347327085368
2.24489795918367,232.556205555975,-0.185381494098423
2.24489795918367,232.581957918417,-0.195552144567438
2.24489795918367,232.673763296602,-0.185330672801642
2.24489795918367,232.986862188852,-0.185263651900271
2.24489795918367,233.641834963959,-0.179882910493958
2.24489795918367,233.753183141151,-0.202908074670639
2.24489795918367,235.05994871257,-0.18369249748486
2.24489795918367,237.9403888322,-0.183587377747621
2.24489795918367,238.230890349464,-0.193900631350809
2.24489795918367,242.557708580623,-0.183365893640531
2.24489795918367,248.566623819016,-0.22375817557568
2.24489795918367,249,-0.223928810392656
2.24489795918367,255.442291419377,-0.2197616694803
2.3265306122449,212.929618735937,-0.185742333707022
2.3265306122449,221.392039293302,-0.213752426688562
2.3265306122449,223.057708580623,-0.207034200706564
2.3265306122449,226.114355508728,-0.18260575011959
2.3265306122449,226.62834712241,-0.179970020278193
2.3265306122449,226.918848639674,-0.20045441972045
2.3265306122449,228.753372036693,-0.189611579121243
2.3265306122449,229.5,-0.209960407115213
2.3265306122449,229.923225798645,-0.209737514450329
2.3265306122449,231.971457970407,-0.218728859600711
2.3265306122449,232.178979442208,-0.246749690843704
2.3265306122449,232.429618735937,-0.189999884568096
2.3265306122449,232.432925068139,-0.235456532332695
2.3265306122449,232.463893728841,-0.182460631076697
2.3265306122449,232.532451883544,-0.167639825994811
2.3265306122449,232.55334418237,-0.172957341953124
2.3265306122449,232.556205555975,-0.194189452635476
2.3265306122449,232.581957918417,-0.205015517836049
2.3265306122449,232.673763296602,-0.19425204541235
2.3265306122449,232.986862188852,-0.194507428552681
2.3265306122449,233.641834963959,-0.188491902146511
2.3265306122449,233.753183141151,-0.212653258693423
2.3265306122449,235.05994871257,-0.192530405744942
2.3265306122449,237.9403888322,-0.192444648978994
2.3265306122449,238.230890349464,-0.203496059763351
2.3265306122449,242.557708580623,-0.192281541676179
2.3265306122449,248.566623819016,-0.235395506981065
2.3265306122449,249,-0.235237082238974
2.3265306122449,255.442291419377,-0.23092098769146
2.40816326530612,212.929618735937,-0.194541825696297
2.40816326530612,221.392039293302,-0.223619211557594
2.40816326530612,223.057708580623,-0.216242221312912
2.40816326530612,226.114355508728,-0.190809692980406
2.40816326530612,226.62834712241,-0.188078039558454
2.40816326530612,226.918848639674,-0.209918422739772
2.40816326530612,228.753372036693,-0.198303309840468
2.40816326530612,229.5,-0.219540949340652
2.40816326530612,229.923225798645,-0.219654882655369
2.40816326530612,231.971457970407,-0.228785304204571
2.40816326530612,232.178979442208,-0.258059447432517
2.40816326530612,232.429618735937,-0.198411883911217
2.40816326530612,232.432925068139,-0.24684640711359
2.40816326530612,232.463893728841,-0.190873666301915
2.40816326530612,232.532451883544,-0.175373282102088
2.40816326530612,232.55334418237,-0.180496936268904
2.40816326530612,232.556205555975,-0.202934446565322
2.40816326530612,232.581957918417,-0.214428274126891
2.40816326530612,232.673763296602,-0.203130523829211
2.40816326530612,232.986862188852,-0.203741617056486
2.40816326530612,233.641834963959,-0.197049712487349
2.40816326530612,233.753183141151,-0.222321388333461
2.40816326530612,235.05994871257,-0.201320788023457
2.40816326530612,237.9403888322,-0.201253236639935
2.40816326530612,238.230890349464,-0.213065981164444
2.40816326530612,242.557708580623,-0.20115875287798
2.40816326530612,248.566623819016,-0.247053308296303
2.40816326530612,249,-0.246518739661209
2.40816326530612,255.442291419377,-0.242061317111799
2.48979591836735,212.929618735937,-0.20333504836686
2.48979591836735,221.392039293302,-0.233407607172337
2.48979591836735,223.057708580623,-0.225336308457998
2.48979591836735,226.114355508728,-0.198939313129425
2.48979591836735,226.62834712241,-0.196116306220485
2.48979591836735,226.918848639674,-0.219352120465831
2.48979591836735,228.753372036693,-0.206934511585636
2.48979591836735,229.5,-0.229034779493281
2.48979591836735,229.923225798645,-0.229533758465207
2.48979591836735,231.971457970407,-0.238754621663439
2.48979591836735,232.178979442208,-0.269236563186239
2.48979591836735,232.429618735937,-0.206719546037633
2.48979591836735,232.432925068139,-0.258199204772723
2.48979591836735,232.463893728841,-0.199240737241444
2.48979591836735,232.532451883544,-0.183085578930933
2.48979591836735,232.55334418237,-0.187942088465889
2.48979591836735,232.556205555975,-0.211591273586675
2.48979591836735,232.581957918417,-0.223764325689438
2.48979591836735,232.673763296602,-0.211941928837613
2.48979591836735,232.986862188852,-0.212943197089366
2.48979591836735,233.641834963959,-0.205532301719265
2.48979591836735,233.753183141151,-0.231883957403533
2.48979591836735,235.05994871257,-0.210039454822236
2.48979591836735,237.9403888322,-0.209988554645466
2.48979591836735,238.230890349464,-0.222584833965688
2.48979591836735,242.557708580623,-0.209973129090616
2.48979591836735,248.566623819016,-0.258703875945381
2.48979591836735,249,-0.25774387082365
2.48979591836735,255.442291419377,-0.253153736395972
2.57142857142857,212.929618735937,-0.212101592132829
2.57142857142857,221.392039293302,-0.243090679785014
2.57142857142857,223.057708580623,-0.23428913215748
2.57142857142857,226.114355508728,-0.206971961365304
2.57142857142857,226.62834712241,-0.204062534644069
2.57142857142857,226.918848639674,-0.228732547199672
2.57142857142857,228.753372036693,-0.215482002502364
2.57142857142857,229.5,-0.238415166470679
2.57142857142857,229.923225798645,-0.239349355398445
2.57142857142857,231.971457970407,-0.248609046956837
2.57142857142857,232.178979442208,-0.280247280377769
2.57142857142857,232.429618735937,-0.214897559867195
2.57142857142857,232.432925068139,-0.269486486590273
2.57142857142857,232.463893728841,-0.207540282457926
2.57142857142857,232.532451883544,-0.190758726355419
2.57142857142857,232.55334418237,-0.195269369277131
2.57142857142857,232.556205555975,-0.220135065481254
2.57142857142857,232.581957918417,-0.232997956196003
2.57142857142857,232.673763296602,-0.220662383597891
2.57142857142857,232.986862188852,-0.222090371969038
2.57142857142857,233.641834963959,-0.213915893698898
2.57142857142857,233.753183141151,-0.241312875576527
2.57142857142857,235.05994871257,-0.218662326941804
2.57142857142857,237.9403888322,-0.218626323329376
2.57142857142857,238.230890349464,-0.232027381755687
2.57142857142857,242.557708580623,-0.218700585514874
2.57142857142857,248.566623819016,-0.270319774594362
2.57142857142857,249,-0.268882939372191
2.57142857142857,255.442291419377,-0.264169673400929
2.6530612244898,212.929618735937,-0.220821274786178
2.6530612244898,221.392039293302,-0.252641974478027
2.6530612244898,223.057708580623,-0.243073927428885
2.6530612244898,226.114355508728,-0.214885379305873
2.6530612244898,226.62834712241,-0.211894797921086
2.6530612244898,226.918848639674,-0.238037023517943
2.6530612244898,228.753372036693,-0.223922941600786
2.6530612244898,229.5,-0.247655860876601
2.6530612244898,229.923225798645,-0.249077212526479
2.6530612244898,231.971457970407,-0.258321318675786
2.6530612244898,232.178979442208,-0.291058605078664
2.6530612244898,232.429618735937,-0.222921183391901
2.6530612244898,232.432925068139,-0.280680206079634
2.6530612244898,232.463893728841,-0.215751037491474
2.6530612244898,232.532451883544,-0.198374597024925
2.6530612244898,232.55334418237,-0.202456017044623
2.6530612244898,232.556205555975,-0.22854137655249
2.6530612244898,232.581957918417,-0.242103911175445
2.6530612244898,232.673763296602,-0.229268397444286
2.6530612244898,232.986862188852,-0.23116282918301
2.6530612244898,233.641834963959,-0.222177071748392
2.6530612244898,233.753183141151,-0.250580573301009
2.6530612244898,235.05994871257,-0.227165595002984
2.6530612244898,237.9403888322,-0.227142654152285
2.6530612244898,238.230890349464,-0.241368799640557
2.6530612244898,242.557708580623,-0.227317434038787
2.6530612244898,248.566623819016,-0.281873906777607
2.6530612244898,249,-0.279906872455582
2.6530612244898,255.442291419377,-0.275080992365147
2.73469387755102,212.929618735937,-0.229474205711374
2.73469387755102,221.392039293302,-0.262035603635566
2.73469387755102,223.057708580623,-0.251664589525988
2.73469387755102,226.114355508728,-0.222657778025426
2.73469387755102,226.62834712241,-0.2195916047156
