"Freq [GHz]","stripWidth [um]","dB(S(2,1)) []"
2,175.5,-0.283565228728866
2,176.135640731544,-0.299488208439393
2,179.641368328212,-0.238681901500098
2,180.632350566089,-0.279040943032616
2,181.565229888318,-0.295172719084774
2,182.243430674305,-0.309196773564312
2,182.259370228776,-0.313314048629934
2,182.285224205483,-0.190951071148095
2,182.28986793117,-0.243932514962872
2,183.014505974022,-0.305133547787859
2,185.04074214866,-0.320660440404363
2,190.98639930531,-0.385868705117306
2,195,-0.293119797720422
2,201.797958150826,-0.303168467847366
2.08163265306122,175.5,-0.299581401897694
2.08163265306122,176.135640731544,-0.316661548171121
2.08163265306122,179.641368328212,-0.251544378911735
2.08163265306122,180.632350566089,-0.29457665888052
2.08163265306122,181.565229888318,-0.311461237827991
2.08163265306122,182.243430674305,-0.326501880895022
2.08163265306122,182.259370228776,-0.331143978959891
2.08163265306122,182.285224205483,-0.200796402369358
2.08163265306122,182.28986793117,-0.257015008339859
2.08163265306122,183.014505974022,-0.322193903070809
2.08163265306122,185.04074214866,-0.339232943150547
2.08163265306122,190.98639930531,-0.407869162687441
2.08163265306122,195,-0.309633642039761
2.08163265306122,201.797958150826,-0.320455382786346
2.16326530612245,175.5,-0.315617229741061
2.16326530612245,176.135640731544,-0.333873832539458
2.16326530612245,179.641368328212,-0.26436501294604
2.16326530612245,180.632350566089,-0.310087904526281
2.16326530612245,181.565229888318,-0.327700001336893
2.16326530612245,182.243430674305,-0.343763292329158
2.16326530612245,182.259370228776,-0.348977696745015
2.16326530612245,182.285224205483,-0.210601085241077
2.16326530612245,182.28986793117,-0.27003759257698
2.16326530612245,183.014505974022,-0.33920420271152
2.16326530612245,185.04074214866,-0.357849912474282
2.16326530612245,190.98639930531,-0.429779062317194
2.16326530612245,195,-0.326120976997234
2.16326530612245,201.797958150826,-0.337733811272753
2.24489795918367,175.5,-0.331627459736488
2.24489795918367,176.135640731544,-0.351077557961651
2.24489795918367,179.641368328212,-0.277102766480533
2.24489795918367,180.632350566089,-0.325527732380546
2.24489795918367,181.565229888318,-0.343835534798277
2.24489795918367,182.243430674305,-0.360927174695512
2.24489795918367,182.259370228776,-0.366763124910854
2.24489795918367,182.285224205483,-0.220335345164991
2.24489795918367,182.28986793117,-0.282958767391851
2.24489795918367,183.014505974022,-0.356110844650127
2.24489795918367,185.04074214866,-0.37645972689185
2.24489795918367,190.98639930531,-0.451526894240181
2.24489795918367,195,-0.342531251815118
2.24489795918367,201.797958150826,-0.354951987322426
2.3265306122449,175.5,-0.347567343460395
2.3265306122449,176.135640731544,-0.368225774476002
2.3265306122449,179.641368328212,-0.289717366474562
2.3265306122449,180.632350566089,-0.340849862652231
2.3265306122449,181.565229888318,-0.359815631672356
2.3265306122449,182.243430674305,-0.377940651728505
2.3265306122449,182.259370228776,-0.384448911410983
2.3265306122449,182.285224205483,-0.229969790216877
2.3265306122449,182.28986793117,-0.295737660628857
2.3265306122449,183.014505974022,-0.372861125834037
2.3265306122449,185.04074214866,-0.395011511461443
2.3265306122449,190.98639930531,-0.473042778027127
2.3265306122449,195,-0.358814674899969
2.3265306122449,201.797958150826,-0.372058902339365
2.40816326530612,175.5,-0.363392782780187
2.40816326530612,176.135640731544,-0.385272236194273
2.40816326530612,179.641368328212,-0.302169413555496
2.40816326530612,180.632350566089,-0.356008839840758
2.40816326530612,181.565229888318,-0.37558945894399
2.40816326530612,182.243430674305,-0.394751965253464
2.40816326530612,182.259370228776,-0.401984595217281
2.40816326530612,182.285224205483,-0.23947551036864
2.40816326530612,182.28986793117,-0.308334177052594
2.40816326530612,183.014505974022,-0.389403418029086
2.40816326530612,185.04074214866,-0.413455282657127
2.40816326530612,190.98639930531,-0.494258661727223
2.40816326530612,195,-0.374922377325227
2.40816326530612,201.797958150826,-0.389004467980611
2.48979591836735,175.5,-0.379060471772412
2.48979591836735,176.135640731544,-0.402171546578418
2.48979591836735,179.641368328212,-0.314420491952678
2.48979591836735,180.632350566089,-0.370960183962316
2.48979591836735,181.565229888318,-0.391107659211139
2.48979591836735,182.243430674305,-0.41131063126197
2.48979591836735,182.259370228776,-0.419320765432688
2.48979591836735,182.285224205483,-0.248824178226866
2.48979591836735,182.28986793117,-0.32070914324684
2.48979591836735,183.014505974022,-0.405687336106898
2.48979591836735,185.04074214866,-0.431742089372804
2.48979591836735,190.98639930531,-0.515108508594029
2.48979591836735,195,-0.390806570121137
2.48979591836735,201.797958150826,-0.405739672678998
2.57142857142857,175.5,-0.394528032583663
2.57142857142857,176.135640731544,-0.418879296791843
2.57142857142857,179.641368328212,-0.326433277914124
2.57142857142857,180.632350566089,-0.38566053479011
2.57142857142857,181.565229888318,-0.406322449922307
