"Freq [GHz]","stripWidth [um]","mag(Z(1,2)) []"
2,398.736708035871,79.9233829720873
2,409.352794016234,79.1468919841977
2,410.580366223675,77.0828688184746
2,410.793932859758,80.5149466236319
2,412.601294985413,79.2601453430729
2,412.625824229513,79.2390412701418
2,414.876298451301,80.1058060617017
2,415.461841294666,78.7225770240329
2,415.894510629143,77.5987071508969
2,416.83239223816,77.8694373572817
2,417.45180349737,77.0994670570377
2,417.480107973605,79.3611631188845
2,417.508807848341,79.2373894357256
2,418.1478473107,79.879041458715
2,418.171310885233,79.114676067237
2,418.236708035871,76.4430952467947
2,418.245105725659,75.1810241898101
2,418.265613059069,80.5100733533963
2,418.268201996968,77.3665719690203
2,418.320684933751,77.4424771949539
2,418.334942247673,75.5506959228384
2,418.358077574831,77.5535478453329
2,418.498735524361,75.9308850677676
2,418.503912692486,77.3838716498218
2,419.211061745681,79.9634739043078
2,419.440024486627,78.1878918435347
2,419.641023833582,77.5713504381793
2,420.578905442598,75.814882605007
2,420.743819807329,77.068514674839
2,420.780748521747,77.2932967302874
2,423.847591842229,76.7510461388428
2,423.872121086329,77.1436120033064
2,426.259365481857,78.3264492891905
2,434.376298451301,75.4850925442209
2.08163265306122,398.736708035871,77.0111877161256
2.08163265306122,409.352794016234,76.2569050333942
2.08163265306122,410.580366223675,74.2742635218122
2.08163265306122,410.793932859758,77.5814486184733
2.08163265306122,412.601294985413,76.3629996107577
2.08163265306122,412.625824229513,76.3468925864832
2.08163265306122,414.876298451301,77.1843802812272
2.08163265306122,415.461841294666,75.852784691118
2.08163265306122,415.894510629143,74.7679154912094
2.08163265306122,416.83239223816,75.0278773197154
2.08163265306122,417.45180349737,74.279830797622
2.08163265306122,417.480107973605,76.4623823758053
2.08163265306122,417.508807848341,76.3443245358316
2.08163265306122,418.1478473107,76.964848108026
2.08163265306122,418.171310885233,76.2301823030983
2.08163265306122,418.236708035871,73.6648641391192
2.08163265306122,418.245105725659,72.4420372428037
2.08163265306122,418.265613059069,77.5738043180027
2.08163265306122,418.268201996968,74.543809280774
2.08163265306122,418.320684933751,74.6173511891636
2.08163265306122,418.334942247673,72.7980588658428
2.08163265306122,418.358077574831,74.720619901543
2.08163265306122,418.498735524361,73.1617011626658
2.08163265306122,418.503912692486,74.5676268474973
2.08163265306122,419.211061745681,77.0459598626538
2.08163265306122,419.440024486627,75.3323729602037
2.08163265306122,419.641023833582,74.7423343874167
2.08163265306122,420.578905442598,73.0528781896796
2.08163265306122,420.743819807329,74.2534921437099
2.08163265306122,420.780748521747,74.4637282180593
2.08163265306122,423.847591842229,73.9488492013557
2.08163265306122,423.872121086329,74.328266199741
2.08163265306122,426.259365481857,75.4666011794747
2.08163265306122,434.376298451301,72.7360044718315
2.16326530612245,398.736708035871,74.328217673388
2.16326530612245,409.352794016234,73.5940274644211
2.16326530612245,410.580366223675,71.6864708493045
2.16326530612245,410.793932859758,74.8788084594171
2.16326530612245,412.601294985413,73.6934364326663
2.16326530612245,412.625824229513,73.6820917016913
2.16326530612245,414.876298451301,74.4931364583093
2.16326530612245,415.461841294666,73.20869051454
2.16326530612245,415.894510629143,72.1597589261778
2.16326530612245,416.83239223816,72.409535373989
2.16326530612245,417.45180349737,71.6815060517597
2.16326530612245,417.480107973605,73.791387222291
2.16326530612245,417.508807848341,73.6786444444114
2.16326530612245,418.1478473107,74.27980012295
2.16326530612245,418.171310885233,73.5724591528211
2.16326530612245,418.236708035871,71.1057858213428
2.16326530612245,418.245105725659,69.9236485721572
2.16326530612245,418.265613059069,74.8685189355576
2.16326530612245,418.268201996968,71.9429675484393
2.16326530612245,418.320684933751,72.0143843395557
2.16326530612245,418.334942247673,70.2623602388142
2.16326530612245,418.358077574831,72.110211863734
2.16326530612245,418.498735524361,70.6103081944567
2.16326530612245,418.503912692486,71.973195464292
2.16326530612245,419.211061745681,74.357893194151
2.16326530612245,419.440024486627,72.7007130323431
2.16326530612245,419.641023833582,72.1358676028558
2.16326530612245,420.578905442598,70.5080248375238
2.16326530612245,420.743819807329,71.6595327597908
2.16326530612245,420.780748521747,71.8713639954851
2.16326530612245,423.847591842229,71.3668757188189
2.16326530612245,423.872121086329,71.7342442827638
2.16326530612245,426.259365481857,72.8315678668022
2.16326530612245,434.376298451301,70.2027798679667
2.24489795918367,398.736708035871,71.8495779010418
2.24489795918367,409.352794016234,71.1335856865772
2.24489795918367,410.580366223675,69.2955547963597
2.24489795918367,410.793932859758,72.3819566242469
