"Freq [GHz]","substrateThickness [mm]","stripWidth [um]","dB(S(1,2)) []"
3.14285714285714,0.075,419.641023833582,-0.352169090858554
3.14285714285714,0.075,420.578905442598,-0.383699485530066
3.14285714285714,0.075,420.743819807329,-0.362839290653533
3.14285714285714,0.075,420.780748521747,-0.351161137879911
3.14285714285714,0.075,423.847591842229,-0.370444708977891
3.14285714285714,0.075,423.872121086329,-0.35835901725555
3.14285714285714,0.075,426.259365481857,-0.337366409442868
3.14285714285714,0.075,434.376298451301,-0.391394103902437
3.22448979591837,0.075,398.736708035871,-0.319950817536165
3.22448979591837,0.075,409.352794016234,-0.335354403043293
3.22448979591837,0.075,410.580366223675,-0.371106681404294
3.22448979591837,0.075,410.793932859758,-0.30692900631464
3.22448979591837,0.075,412.601294985413,-0.337780222117994
3.22448979591837,0.075,412.625824229513,-0.335983515125401
3.22448979591837,0.075,414.876298451301,-0.317110035256135
3.22448979591837,0.075,415.461841294666,-0.343831450237883
3.22448979591837,0.075,415.894510629143,-0.366413221005755
3.22448979591837,0.075,416.83239223816,-0.359690623399157
3.22448979591837,0.075,417.45180349737,-0.380081138887302
3.22448979591837,0.075,417.480107973605,-0.333666863491322
3.22448979591837,0.075,417.508807848341,-0.336497238859494
3.22448979591837,0.075,418.1478473107,-0.3208313764369
3.22448979591837,0.075,418.171310885233,-0.333295475399636
3.22448979591837,0.075,418.236708035871,-0.374134326267199
3.22448979591837,0.075,418.245105725659,-0.409537326327547
3.22448979591837,0.075,418.265613059069,-0.311014519337438
3.22448979591837,0.075,418.268201996968,-0.371812313993572
3.22448979591837,0.075,418.320684933751,-0.367625191991223
3.22448979591837,0.075,418.334942247673,-0.402201957534372
3.22448979591837,0.075,418.358077574831,-0.365616714011363
3.22448979591837,0.075,418.498735524361,-0.400239527840617
3.22448979591837,0.075,418.503912692486,-0.361106997152477
3.22448979591837,0.075,419.211061745681,-0.318736522706898
3.22448979591837,0.075,419.440024486627,-0.353833593767641
3.22448979591837,0.075,419.641023833582,-0.365721231635989
3.22448979591837,0.075,420.578905442598,-0.398477880159368
3.22448979591837,0.075,420.743819807329,-0.376987127705794
3.22448979591837,0.075,420.780748521747,-0.364497210523417
3.22448979591837,0.075,423.847591842229,-0.384830420467038
3.22448979591837,0.075,423.872121086329,-0.372264357075147
3.22448979591837,0.075,426.259365481857,-0.350445411369685
3.22448979591837,0.075,434.376298451301,-0.405595072140647
3.30612244897959,0.075,398.736708035871,-0.331614113726632
3.30612244897959,0.075,409.352794016234,-0.347856396028886
3.30612244897959,0.075,410.580366223675,-0.384808437153494
3.30612244897959,0.075,410.793932859758,-0.318116443399817
3.30612244897959,0.075,412.601294985413,-0.350445119459072
3.30612244897959,0.075,412.625824229513,-0.348435629674973
3.30612244897959,0.075,414.876298451301,-0.328730194029766
3.30612244897959,0.075,415.461841294666,-0.356468183229438
3.30612244897959,0.075,415.894510629143,-0.380010237366134
3.30612244897959,0.075,416.83239223816,-0.373110141968031
3.30612244897959,0.075,417.45180349737,-0.394478811419773
3.30612244897959,0.075,417.480107973605,-0.346122754496662
3.30612244897959,0.075,417.508807848341,-0.348985816507029
3.30612244897959,0.075,418.1478473107,-0.332702139903275
3.30612244897959,0.075,418.171310885233,-0.34560857186308
3.30612244897959,0.075,418.236708035871,-0.387764128381175
3.30612244897959,0.075,418.245105725659,-0.424604335489158
3.30612244897959,0.075,418.265613059069,-0.32241372840559
3.30612244897959,0.075,418.268201996968,-0.385626917056181
3.30612244897959,0.075,418.320684933751,-0.381281957444594
3.30612244897959,0.075,418.334942247673,-0.417109712428236
3.30612244897959,0.075,418.358077574831,-0.379367033009729
3.30612244897959,0.075,418.498735524361,-0.415127361108078
3.30612244897959,0.075,418.503912692486,-0.374332420159043
3.30612244897959,0.075,419.211061745681,-0.330514790222598
3.30612244897959,0.075,419.440024486627,-0.36709600701868
3.30612244897959,0.075,419.641023833582,-0.379288097007872
3.30612244897959,0.075,420.578905442598,-0.413260301565885
3.30612244897959,0.075,420.743819807329,-0.391158795035675
3.30612244897959,0.075,420.780748521747,-0.377821122854347
3.30612244897959,0.075,423.847591842229,-0.399235375638016
3.30612244897959,0.075,423.872121086329,-0.386186652965141
3.30612244897959,0.075,426.259365481857,-0.363545597350687
3.30612244897959,0.075,434.376298451301,-0.420129600346042
3.38775510204082,0.075,398.736708035871,-0.343264621317364
3.38775510204082,0.075,409.352794016234,-0.360365667207467
3.38775510204082,0.075,410.580366223675,-0.39847953492497
3.38775510204082,0.075,410.793932859758,-0.32928938639293
3.38775510204082,0.075,412.601294985413,-0.363123702128472
3.38775510204082,0.075,412.625824229513,-0.360887388546371
3.38775510204082,0.075,414.876298451301,-0.340341196100845
3.38775510204082,0.075,415.461841294666,-0.369090487992076
3.38775510204082,0.075,415.894510629143,-0.393599974525402
3.38775510204082,0.075,416.83239223816,-0.386529923227871
3.38775510204082,0.075,417.45180349737,-0.408897724823455
3.38775510204082,0.075,417.480107973605,-0.358583459713813
3.38775510204082,0.075,417.508807848341,-0.361476487419503
3.38775510204082,0.075,418.1478473107,-0.344571854117663
3.38775510204082,0.075,418.171310885233,-0.357909385832801
3.38775510204082,0.075,418.236708035871,-0.401358580683603
3.38775510204082,0.075,418.245105725659,-0.43964059630239
3.38775510204082,0.075,418.265613059069,-0.333803916783186
3.38775510204082,0.075,418.268201996968,-0.399435479686714
3.38775510204082,0.075,418.320684933751,-0.394935580630168
3.38775510204082,0.075,418.334942247673,-0.432002634924974
3.38775510204082,0.075,418.358077574831,-0.393132780524462
3.38775510204082,0.075,418.498735524361,-0.430001022868629
3.38775510204082,0.075,418.503912692486,-0.387531318030769
3.38775510204082,0.075,419.211061745681,-0.342291767215785
3.38775510204082,0.075,419.440024486627,-0.380366981659603
3.38775510204082,0.075,419.641023833582,-0.392857300509043
3.38775510204082,0.075,420.578905442598,-0.428027083518446
3.38775510204082,0.075,420.743819807329,-0.40533634392177
3.38775510204082,0.075,420.780748521747,-0.391114242974948
3.38775510204082,0.075,423.847591842229,-0.413641029451279
3.38775510204082,0.075,423.872121086329,-0.400107834953801
3.38775510204082,0.075,426.259365481857,-0.376650183401193
3.38775510204082,0.075,434.376298451301,-0.435235318589487
3.46938775510204,0.075,398.736708035871,-0.354886702150269
3.46938775510204,0.075,409.352794016234,-0.372866444503863
3.46938775510204,0.075,410.580366223675,-0.412080003083585
3.46938775510204,0.075,410.793932859758,-0.340432695588275
3.46938775510204,0.075,412.601294985413,-0.375800283502186
3.46938775510204,0.075,412.625824229513,-0.373322749046
3.46938775510204,0.075,414.876298451301,-0.351927806832562
3.46938775510204,0.075,415.461841294666,-0.381681662050063
3.46938775510204,0.075,415.894510629143,-0.407164658099367
3.46938775510204,0.075,416.83239223816,-0.399932799147076
3.46938775510204,0.075,417.45180349737,-0.423320424525905
3.46938775510204,0.075,417.480107973605,-0.371033066500553
3.46938775510204,0.075,417.508807848341,-0.373953254344795
3.46938775510204,0.075,418.1478473107,-0.356425142364778
3.46938775510204,0.075,418.171310885233,-0.370184360998838
3.46938775510204,0.075,418.236708035871,-0.414898694790462
3.46938775510204,0.075,418.245105725659,-0.454626029525005
3.46938775510204,0.075,418.265613059069,-0.345170833164741
3.46938775510204,0.075,418.268201996968,-0.413220040392265
3.46938775510204,0.075,418.320684933751,-0.408568606868252
3.46938775510204,0.075,418.334942247673,-0.446861031814232
3.46938775510204,0.075,418.358077574831,-0.406905313988853
3.46938775510204,0.075,418.498735524361,-0.444840872931619
3.46938775510204,0.075,418.503912692486,-0.400685531152135
3.46938775510204,0.075,419.211061745681,-0.354052190189744
3.46938775510204,0.075,419.440024486627,-0.393629232874116
3.46938775510204,0.075,419.641023833582,-0.406415833908631
3.46938775510204,0.075,420.578905442598,-0.442758702591413
3.46938775510204,0.075,420.743819807329,-0.419501962126456
3.46938775510204,0.075,420.780748521747,-0.404358149953073
3.46938775510204,0.075,423.847591842229,-0.428029000407914
3.46938775510204,0.075,423.872121086329,-0.414010038627152
3.46938775510204,0.075,426.259365481857,-0.389742511867444
3.46938775510204,0.075,434.376298451301,-0.450264164321802
3.55102040816327,0.075,398.736708035871,-0.366464853128991
3.55102040816327,0.075,409.352794016234,-0.385343086532848
3.55102040816327,0.075,410.580366223675,-0.425568548593577
3.55102040816327,0.075,410.793932859758,-0.351531349570519
3.55102040816327,0.075,412.601294985413,-0.388459298349011
3.55102040816327,0.075,412.625824229513,-0.385725809381737
3.55102040816327,0.075,414.876298451301,-0.363474886913303
3.55102040816327,0.075,415.461841294666,-0.394225148543698
3.55102040816327,0.075,415.894510629143,-0.420686691892885
3.55102040816327,0.075,416.83239223816,-0.413301757592365
3.55102040816327,0.075,417.45180349737,-0.437729638230077
3.55102040816327,0.075,417.480107973605,-0.383455797573269
3.55102040816327,0.075,417.508807848341,-0.386400238540181
3.55102040816327,0.075,418.1478473107,-0.368246758673427
3.55102040816327,0.075,418.171310885233,-0.382418530542196
3.55102040816327,0.075,418.236708035871,-0.428365719322486
3.55102040816327,0.075,418.245105725659,-0.469540822457838
3.55102040816327,0.075,418.265613059069,-0.356500940140342
3.55102040816327,0.075,418.268201996968,-0.426962821178986
3.55102040816327,0.075,418.320684933751,-0.422163766781254
3.55102040816327,0.075,418.334942247673,-0.461665055584086
3.55102040816327,0.075,418.358077574831,-0.420667295130427
3.55102040816327,0.075,418.498735524361,-0.459627495409389
3.55102040816327,0.075,418.503912692486,-0.413777108624379
3.55102040816327,0.075,419.211061745681,-0.365780912150855
3.55102040816327,0.075,419.440024486627,-0.406865763557508
3.55102040816327,0.075,419.641023833582,-0.419919031122106
3.55102040816327,0.075,420.578905442598,-0.4574356603319
3.55102040816327,0.075,420.743819807329,-0.433638014740017
3.55102040816327,0.075,420.780748521747,-0.417534660182502
3.55102040816327,0.075,423.847591842229,-0.442381096130888
3.55102040816327,0.075,423.872121086329,-0.42787571997039
3.55102040816327,0.075,426.259365481857,-0.402806075561079
3.55102040816327,0.075,434.376298451301,-0.465213742663539
3.63265306122449,0.075,398.736708035871,-0.377983732393324
3.63265306122449,0.075,409.352794016234,-0.39778010431618
3.63265306122449,0.075,410.580366223675,-0.43901476162223
3.63265306122449,0.075,410.793932859758,-0.362570470480442
3.63265306122449,0.075,412.601294985413,-0.401085324504443
3.63265306122449,0.075,412.625824229513,-0.398080830956503
3.63265306122449,0.075,414.876298451301,-0.374967419962353
3.63265306122449,0.075,415.461841294666,-0.406704571886739
3.63265306122449,0.075,415.894510629143,-0.434148683488087
3.63265306122449,0.075,416.83239223816,-0.42661997888099
3.63265306122449,0.075,417.45180349737,-0.4521083054277
3.63265306122449,0.075,417.480107973605,-0.395836033304159
3.63265306122449,0.075,417.508807848341,-0.398801704593385
3.63265306122449,0.075,418.1478473107,-0.380021609343937
3.63265306122449,0.075,418.171310885233,-0.394596558892714
3.63265306122449,0.075,418.236708035871,-0.441741158061337
3.63265306122449,0.075,418.245105725659,-0.484365445471385
3.63265306122449,0.075,418.265613059069,-0.367781307744102
3.63265306122449,0.075,418.268201996968,-0.440646251238528
3.63265306122449,0.075,418.320684933751,-0.435703992517815
3.63265306122449,0.075,418.334942247673,-0.476394593851672
3.63265306122449,0.075,418.358077574831,-0.434399295243434
3.63265306122449,0.075,418.498735524361,-0.474341725188053
3.63265306122449,0.075,418.503912692486,-0.426788332804465
3.63265306122449,0.075,419.211061745681,-0.37746292598746
3.63265306122449,0.075,419.440024486627,-0.420059856130194
3.63265306122449,0.075,419.641023833582,-0.433280408316787
3.63265306122449,0.075,420.578905442598,-0.472038219310436
3.63265306122449,0.075,420.743819807329,-0.447727075433568
3.63265306122449,0.075,420.780748521747,-0.430625851607552
3.63265306122449,0.075,423.847591842229,-0.456679337595709
3.63265306122449,0.075,423.872121086329,-0.44168798357838
3.63265306122449,0.075,426.259365481857,-0.415824540740705
3.63265306122449,0.075,434.376298451301,-0.480072872195764
3.71428571428571,0.075,398.736708035871,-0.389428183900663
3.71428571428571,0.075,409.352794016234,-0.410162181942074
3.71428571428571,0.075,410.580366223675,-0.452507344072206
3.71428571428571,0.075,410.793932859758,-0.373535349319008
3.71428571428571,0.075,412.601294985413,-0.413663103611614
3.71428571428571,0.075,412.625824229513,-0.410372259558084
3.71428571428571,0.075,414.876298451301,-0.386390537526484
3.71428571428571,0.075,415.461841294666,-0.419103766006128
3.71428571428571,0.075,415.894510629143,-0.4475334683589
3.71428571428571,0.075,416.83239223816,-0.439870864610163
3.71428571428571,0.075,417.45180349737,-0.46643960608263
3.71428571428571,0.075,417.480107973605,-0.408158332685028
3.71428571428571,0.075,417.508807848341,-0.411142084621008
3.71428571428571,0.075,418.1478473107,-0.391734773476727
3.71428571428571,0.075,418.171310885233,-0.406703091444504
3.71428571428571,0.075,418.236708035871,-0.455006789422661
3.71428571428571,0.075,418.245105725659,-0.499080669543721
3.71428571428571,0.075,418.265613059069,-0.378998596152592
3.71428571428571,0.075,418.268201996968,-0.454252989406085
3.71428571428571,0.075,418.320684933751,-0.44917243301749
3.71428571428571,0.075,418.334942247673,-0.491029195494866
3.71428571428571,0.075,418.358077574831,-0.448082873755438
3.71428571428571,0.075,418.498735524361,-0.48896467287787
3.71428571428571,0.075,418.503912692486,-0.439701742074834
3.71428571428571,0.075,419.211061745681,-0.389083387121179
3.71428571428571,0.075,419.440024486627,-0.433195071377866
3.71428571428571,0.075,419.641023833582,-0.446529029381475
3.71428571428571,0.075,420.578905442598,-0.486545982530255
3.71428571428571,0.075,420.743819807329,-0.461751952037358
3.71428571428571,0.075,420.780748521747,-0.443614085959095
3.71428571428571,0.075,423.847591842229,-0.470905982014396
3.71428571428571,0.075,423.872121086329,-0.455431745020915
3.71428571428571,0.075,426.259365481857,-0.428781768928949
3.71428571428571,0.075,434.376298451301,-0.494825963248444
3.79591836734694,0.075,398.736708035871,-0.400783260422868
3.79591836734694,0.075,409.352794016234,-0.422474196171451
3.79591836734694,0.075,410.580366223675,-0.465931351754046
3.79591836734694,0.075,410.793932859758,-0.38441147054243
3.79591836734694,0.075,412.601294985413,-0.426177560905976
3.79591836734694,0.075,412.625824229513,-0.42258474545445
3.79591836734694,0.075,414.876298451301,-0.397729542173582
3.79591836734694,0.075,415.461841294666,-0.431406797831758
3.79591836734694,0.075,415.894510629143,-0.460824132546722
3.79591836734694,0.075,416.83239223816,-0.453038061695371
3.79591836734694,0.075,417.45180349737,-0.480706987312333
3.79591836734694,0.075,417.480107973605,-0.420407453055694
3.79591836734694,0.075,417.508807848341,-0.423406001606177
3.79591836734694,0.075,418.1478473107,-0.403371522507267
3.79591836734694,0.075,418.171310885233,-0.418722898438037
3.79591836734694,0.075,418.236708035871,-0.468144685994641
3.79591836734694,0.075,418.245105725659,-0.513667584162955
3.79591836734694,0.075,418.265613059069,-0.390136951465475
3.79591836734694,0.075,418.268201996968,-0.467765945414865
3.79591836734694,0.075,418.320684933751,-0.462552468854421
3.79591836734694,0.075,418.334942247673,-0.505548120285918
3.79591836734694,0.075,418.358077574831,-0.461700735957886
3.79591836734694,0.075,418.498735524361,-0.503477748216301
3.79591836734694,0.075,418.503912692486,-0.452500151979188
3.79591836734694,0.075,419.211061745681,-0.400627635269218
3.79591836734694,0.075,419.440024486627,-0.446255252122363
3.79591836734694,0.075,419.641023833582,-0.459706292299973
3.79591836734694,0.075,420.578905442598,-0.500937608549812
3.79591836734694,0.075,420.743819807329,-0.475695708332526
3.79591836734694,0.075,420.780748521747,-0.456482029124238
3.79591836734694,0.075,423.847591842229,-0.485043544384395
3.79591836734694,0.075,423.872121086329,-0.469097330570024
3.79591836734694,0.075,426.259365481857,-0.441661837563523
3.79591836734694,0.075,434.376298451301,-0.509455825436976
3.87755102040816,0.075,398.736708035871,-0.412034244983078
3.87755102040816,0.075,409.352794016234,-0.434701235000031
3.87755102040816,0.075,410.580366223675,-0.479216264026177
3.87755102040816,0.075,410.793932859758,-0.395184535373889
3.87755102040816,0.075,412.601294985413,-0.438613824029127
3.87755102040816,0.075,412.625824229513,-0.434703162407909
3.87755102040816,0.075,414.876298451301,-0.408969929057138
3.87755102040816,0.075,415.461841294666,-0.443597987444246
3.87755102040816,0.075,415.894510629143,-0.474004033936436
3.87755102040816,0.075,416.83239223816,-0.466105483102702
3.87755102040816,0.075,417.45180349737,-0.494894185468478
3.87755102040816,0.075,417.480107973605,-0.432568368700343
3.87755102040816,0.075,417.508807848341,-0.435578291688579
3.87755102040816,0.075,418.1478473107,-0.41491733875635
3.87755102040816,0.075,418.171310885233,-0.43064094592567
3.87755102040816,0.075,418.236708035871,-0.48113723349174
3.87755102040816,0.075,418.245105725659,-0.528107615167295
3.87755102040816,0.075,418.265613059069,-0.401177130544255
3.87755102040816,0.075,418.268201996968,-0.481168299972531
3.87755102040816,0.075,418.320684933751,-0.475827727145953
3.87755102040816,0.075,418.334942247673,-0.519930633010204
3.87755102040816,0.075,418.358077574831,-0.475236384978845
3.87755102040816,0.075,418.498735524361,-0.517862681911574
3.87755102040816,0.075,418.503912692486,-0.465166674896562
3.87755102040816,0.075,419.211061745681,-0.412081215193856
3.87755102040816,0.075,419.440024486627,-0.459224529853611
3.87755102040816,0.075,419.641023833582,-0.472790037633771
3.87755102040816,0.075,420.578905442598,-0.51519157299404
3.87755102040816,0.075,420.743819807329,-0.489541683044972
3.87755102040816,0.075,420.780748521747,-0.469212669756712
3.87755102040816,0.075,423.847591842229,-0.499074817720991
3.87755102040816,0.075,423.872121086329,-0.482673060404988
3.87755102040816,0.075,426.259365481857,-0.454449059489336
3.87755102040816,0.075,434.376298451301,-0.523944748601453
3.95918367346939,0.075,398.736708035871,-0.423166670769426
3.95918367346939,0.075,409.352794016234,-0.446828615189816
3.95918367346939,0.075,410.580366223675,-0.492346465375341
3.95918367346939,0.075,410.793932859758,-0.405840483452523
3.95918367346939,0.075,412.601294985413,-0.450957240864863
3.95918367346939,0.075,412.625824229513,-0.446712625625797
3.95918367346939,0.075,414.876298451301,-0.420097406165867
3.95918367346939,0.075,415.461841294666,-0.455661925677208
3.95918367346939,0.075,415.894510629143,-0.487056822175219
3.95918367346939,0.075,416.83239223816,-0.479057326084615
3.95918367346939,0.075,417.45180349737,-0.508985239240002
3.95918367346939,0.075,417.480107973605,-0.444626288420178
3.95918367346939,0.075,417.508807848341,-0.447644025267064
3.95918367346939,0.075,418.1478473107,-0.426357933007934
3.95918367346939,0.075,418.171310885233,-0.442442436918039
3.95918367346939,0.075,418.236708035871,-0.49396714878518
3.95918367346939,0.075,418.245105725659,-0.542382542239427
3.95918367346939,0.075,418.265613059069,-0.412099711850047
3.95918367346939,0.075,418.268201996968,-0.494443523686391
3.95918367346939,0.075,418.320684933751,-0.488982096913369
3.95918367346939,0.075,418.334942247673,-0.53415663430402
3.95918367346939,0.075,418.358077574831,-0.488673876247197
3.95918367346939,0.075,418.498735524361,-0.532101545928334
3.95918367346939,0.075,418.503912692486,-0.477684738476273
3.95918367346939,0.075,419.211061745681,-0.423429896348816
3.95918367346939,0.075,419.440024486627,-0.472087332979998
3.95918367346939,0.075,419.641023833582,-0.485753015417621
3.95918367346939,0.075,420.578905442598,-0.529288669958889
3.95918367346939,0.075,420.743819807329,-0.503273506602404
3.95918367346939,0.075,420.780748521747,-0.481789336225232
3.95918367346939,0.075,423.847591842229,-0.512982891997888
3.95918367346939,0.075,423.872121086329,-0.49610158845118
3.95918367346939,0.075,426.259365481857,-0.467128001305457
3.95918367346939,0.075,434.376298451301,-0.538274963597719
4.04081632653061,0.075,398.736708035871,-0.4341663395719
4.04081632653061,0.075,409.352794016234,-0.458841898787357
4.04081632653061,0.075,410.580366223675,-0.505312618213954
4.04081632653061,0.075,410.793932859758,-0.416365512618715
4.04081632653061,0.075,412.601294985413,-0.46319339639666
4.04081632653061,0.075,412.625824229513,-0.45859850866869
4.04081632653061,0.075,414.876298451301,-0.431097913392909
4.04081632653061,0.075,415.461841294666,-0.467583489656569
4.04081632653061,0.075,415.894510629143,-0.499966457279223
4.04081632653061,0.075,416.83239223816,-0.491878088393526
4.04081632653061,0.075,417.45180349737,-0.522964488288586
4.04081632653061,0.075,417.480107973605,-0.456566672194347
4.04081632653061,0.075,417.508807848341,-0.459588526816494
4.04081632653061,0.075,418.1478473107,-0.437679261130171
4.04081632653061,0.075,418.171310885233,-0.45411283869135
4.04081632653061,0.075,418.236708035871,-0.506617496839999
4.04081632653061,0.075,418.245105725659,-0.556474515867583
4.04081632653061,0.075,418.265613059069,-0.422889028374172
4.04081632653061,0.075,418.268201996968,-0.507575394865589
4.04081632653061,0.075,418.320684933751,-0.501999745142692
4.04081632653061,0.075,418.334942247673,-0.548207559861666
4.04081632653061,0.075,418.358077574831,-0.501997692587744
4.04081632653061,0.075,418.498735524361,-0.546176772229421
4.04081632653061,0.075,418.503912692486,-0.490038103119856
4.04081632653061,0.075,419.211061745681,-0.434659691361613
4.04081632653061,0.075,419.440024486627,-0.484828395794487
4.04081632653061,0.075,419.641023833582,-0.49857369357473
4.04081632653061,0.075,420.578905442598,-0.543214156553135
4.04081632653061,0.075,420.743819807329,-0.516875115999842
4.04081632653061,0.075,420.780748521747,-0.494195711990552
4.04081632653061,0.075,423.847591842229,-0.526751171825619
4.04081632653061,0.075,423.872121086329,-0.509374382904137
4.04081632653061,0.075,426.259365481857,-0.47968350058647
4.04081632653061,0.075,434.376298451301,-0.552428864248858
4.12244897959184,0.075,398.736708035871,-0.445019338795363
4.12244897959184,0.075,409.352794016234,-0.470726908649856
4.12244897959184,0.075,410.580366223675,-0.518103457629703
4.12244897959184,0.075,410.793932859758,-0.426746096777648
4.12244897959184,0.075,412.601294985413,-0.475308128591488
4.12244897959184,0.075,412.625824229513,-0.470346459340728
4.12244897959184,0.075,414.876298451301,-0.441957640517452
4.12244897959184,0.075,415.461841294666,-0.479347856590408
4.12244897959184,0.075,415.894510629143,-0.5127172269753
4.12244897959184,0.075,416.83239223816,-0.504552582772626
4.12244897959184,0.075,417.45180349737,-0.536816553615899
4.12244897959184,0.075,417.480107973605,-0.46837524704225
4.12244897959184,0.075,417.508807848341,-0.47139739335696
4.12244897959184,0.075,418.1478473107,-0.448867539758214
4.12244897959184,0.075,418.171310885233,-0.465637902858989
4.12244897959184,0.075,418.236708035871,-0.519071706483505
4.12244897959184,0.075,418.245105725659,-0.570366073651704
4.12244897959184,0.075,418.265613059069,-0.433532974582139
4.12244897959184,0.075,418.268201996968,-0.52054801623058
4.12244897959184,0.075,418.320684933751,-0.514865133627778
4.12244897959184,0.075,418.334942247673,-0.562067205533383
4.12244897959184,0.075,418.358077574831,-0.51519268817665
4.12244897959184,0.075,418.498735524361,-0.560071169999014
4.12244897959184,0.075,418.503912692486,-0.502210878868288
4.12244897959184,0.075,419.211061745681,-0.445756873316219
4.12244897959184,0.075,419.440024486627,-0.4974327675695
4.12244897959184,0.075,419.641023833582,-0.511233862133929
4.12244897959184,0.075,420.578905442598,-0.556956121284535
4.12244897959184,0.075,420.743819807329,-0.530330768004537
4.12244897959184,0.075,420.780748521747,-0.506415849497734
4.12244897959184,0.075,423.847591842229,-0.540363392902064
4.12244897959184,0.075,423.872121086329,-0.522497408130109
4.12244897959184,0.075,426.259365481857,-0.492100682002558
4.12244897959184,0.075,434.376298451301,-0.566389127082004
4.20408163265306,0.075,398.736708035871,-0.455712057106719
4.20408163265306,0.075,409.352794016234,-0.482469743003111
4.20408163265306,0.075,410.580366223675,-0.530706180637661
4.20408163265306,0.075,410.793932859758,-0.436969001885079
4.20408163265306,0.075,412.601294985413,-0.48728754331923
4.20408163265306,0.075,412.625824229513,-0.481942414589323
4.20408163265306,0.075,414.876298451301,-0.452663044169351
4.20408163265306,0.075,415.461841294666,-0.490940516027581
4.20408163265306,0.075,415.894510629143,-0.52529376282628
4.20408163265306,0.075,416.83239223816,-0.517065949927753
4.20408163265306,0.075,417.45180349737,-0.550526302702519
4.20408163265306,0.075,417.480107973605,-0.480038022196363
4.20408163265306,0.075,417.508807848341,-0.483056511544103
4.20408163265306,0.075,418.1478473107,-0.459909261060136
4.20408163265306,0.075,418.171310885233,-0.477003681196745
4.20408163265306,0.075,418.236708035871,-0.531313584984942
4.20408163265306,0.075,418.245105725659,-0.584040155879191
4.20408163265306,0.075,418.265613059069,-0.444020626505613
4.20408163265306,0.075,418.268201996968,-0.533345830561758
4.20408163265306,0.075,418.320684933751,-0.527563036503961
4.20408163265306,0.075,418.334942247673,-0.575721965258653
4.20408163265306,0.075,418.358077574831,-0.52824406660644
4.20408163265306,0.075,418.498735524361,-0.573767941382248
4.20408163265306,0.075,418.503912692486,-0.514187542121865
4.20408163265306,0.075,419.211061745681,-0.456707991821697
4.20408163265306,0.075,419.440024486627,-0.509885821407359
4.20408163265306,0.075,419.641023833582,-0.523716965610136
4.20408163265306,0.075,420.578905442598,-0.570501839635098
4.20408163265306,0.075,420.743819807329,-0.543625050867503
4.20408163265306,0.075,420.780748521747,-0.51843418266695
4.20408163265306,0.075,423.847591842229,-0.553803637272919
4.20408163265306,0.075,423.872121086329,-0.535455246336832
4.20408163265306,0.075,426.259365481857,-0.504364972366315
4.20408163265306,0.075,434.376298451301,-0.580138782908999
4.28571428571429,0.075,398.736708035871,-0.466231198777591
4.28571428571429,0.075,409.352794016234,-0.4940567890581
4.28571428571429,0.075,410.580366223675,-0.543107274876349
4.28571428571429,0.075,410.793932859758,-0.447021300163637
4.28571428571429,0.075,412.601294985413,-0.499118028320986
4.28571428571429,0.075,412.625824229513,-0.493372614444144
4.28571428571429,0.075,414.876298451301,-0.463200863835078
4.28571428571429,0.075,415.461841294666,-0.502347280748007
4.28571428571429,0.075,415.894510629143,-0.537681055189762
4.28571428571429,0.075,416.83239223816,-0.529403670129793
4.28571428571429,0.075,417.45180349737,-0.564078813833232
4.28571428571429,0.075,417.480107973605,-0.491541303683979
4.28571428571429,0.075,417.508807848341,-0.494552073374896
4.28571428571429,0.075,418.1478473107,-0.470791206609781
4.28571428571429,0.075,418.171310885233,-0.488196538688985
4.28571428571429,0.075,418.236708035871,-0.543327331459361
4.28571428571429,0.075,418.245105725659,-0.597480120328003
4.28571428571429,0.075,418.265613059069,-0.454340852380059
4.28571428571429,0.075,418.268201996968,-0.545953635321072
4.28571428571429,0.075,418.320684933751,-0.540078558219727
4.28571428571429,0.075,418.334942247673,-0.589160189245287
4.28571428571429,0.075,418.358077574831,-0.541137375148921
4.28571428571429,0.075,418.498735524361,-0.587250695784764
4.28571428571429,0.075,418.503912692486,-0.525952952661166
4.28571428571429,0.075,419.211061745681,-0.467499887870184
4.28571428571429,0.075,419.440024486627,-0.522173262615132
4.28571428571429,0.075,419.641023833582,-0.53600738964257
4.28571428571429,0.075,420.578905442598,-0.583836408779824
4.28571428571429,0.075,420.743819807329,-0.556742894672386
4.28571428571429,0.075,420.780748521747,-0.530235538064002
4.28571428571429,0.075,423.847591842229,-0.567056347443246
4.28571428571429,0.075,423.872121086329,-0.548231031827424
4.28571428571429,0.075,426.259365481857,-0.516462114637567
4.28571428571429,0.075,434.376298451301,-0.593661263709427
4.36734693877551,0.075,398.736708035871,-0.476563796785996
4.36734693877551,0.075,409.352794016234,-0.505474735715234
4.36734693877551,0.075,410.580366223675,-0.555293016859803
4.36734693877551,0.075,410.793932859758,-0.456890382692353
4.36734693877551,0.075,412.601294985413,-0.510786266242713
4.36734693877551,0.075,412.625824229513,-0.504623615027433
4.36734693877551,0.075,414.876298451301,-0.473558136956503
4.36734693877551,0.075,415.461841294666,-0.513554296413685
4.36734693877551,0.075,415.894510629143,-0.549864467060871
4.36734693877551,0.075,416.83239223816,-0.541551573564946
4.36734693877551,0.075,417.45180349737,-0.577459362835716
4.36734693877551,0.075,417.480107973605,-0.502871708394992
4.36734693877551,0.075,417.508807848341,-0.505870590524146
4.36734693877551,0.075,418.1478473107,-0.48150046039248
